report_id,family_id,report_date,borough,child_age,child_race_ethnicity,allegation_type,reporter_type,reporter_accuracy_score,assigned_caseworker_id,caseworker_caseload,narrative,outcome
SCR000757,FAM00625,2022-06-09,Bronx,10,Hispanic/Latino,Neglect - Inadequate Supervision,Shelter Staff,0.262,CW0068,56,Law enforcement responded to domestic incident. Child present in home.,Unsubstantiated
SCR000758,FAM00253,2023-01-26,Bronx,1,White,Neglect - Inadequate Supervision,Law Enforcement,0.348,CW0048,68,Shelter staff reports family in crisis. Caregiver appeared intoxicated.,Unsubstantiated
SCR000759,FAM00303,2021-12-10,Queens,9,White,Neglect - Educational,Anonymous,0.147,CW0045,50,Law enforcement responded to domestic incident. Child present in home.,Unsubstantiated
SCR000760,FAM00639,2024-05-25,Queens,6,Unknown,Sexual Abuse,Family Member,0.204,CW0033,48,Shelter staff reports family in crisis. Caregiver appeared intoxicated.,Unsubstantiated
SCR000761,FAM00056,2024-05-28,Brooklyn,8,Unknown,Neglect - Inadequate Food/Clothing/Shelter,Hospital/Medical,0.445,CW0004,68,Reporter states child appeared disheveled and hungry. Child reported parent unable to be reached.,Unfounded
SCR000762,FAM00526,2021-08-23,Queens,2,Black/African American,Physical Abuse,Shelter Staff,0.199,CW0047,52,Law enforcement responded to domestic incident. Child present in home.,Unsubstantiated
SCR000763,FAM00474,2021-12-02,Brooklyn,11,White,Neglect - Inadequate Supervision,Anonymous,0.134,CW0053,68,Neighbor reports child unsupervised for extended periods. Child left alone overnight.,Unfounded
SCR000764,FAM00028,2022-09-30,Brooklyn,14,Hispanic/Latino,Emotional Abuse,Social Service Provider,0.337,CW0031,77,Anonymous caller reports child home alone. No food observed in home.,Unsubstantiated
SCR000765,FAM00078,2021-08-10,Bronx,2,Hispanic/Latino,Emotional Abuse,Family Member,0.204,CW0031,73,Neighbor reports child unsupervised for extended periods. Child left alone overnight.,Substantiated
SCR000766,FAM00216,2024-03-31,Manhattan,1,Black/African American,Neglect - Inadequate Supervision,Hospital/Medical,0.411,CW0027,76,Medical staff observed bruising during checkup. Child disclosed hitting at home.,Unsubstantiated
SCR000767,FAM00386,2021-02-22,Staten Island,0,Hispanic/Latino,Neglect - Inadequate Supervision,School/Educational Staff,0.231,CW0048,44,Neighbor reports child unsupervised for extended periods. Child left alone overnight.,Unfounded
SCR000768,FAM00365,2022-10-01,Manhattan,9,Unknown,Neglect - Inadequate Supervision,Shelter Staff,0.298,CW0036,72,Medical staff observed bruising during checkup. Child disclosed hitting at home.,Unsubstantiated
SCR000769,FAM00526,2024-03-25,Brooklyn,8,Multiracial,Domestic Violence Exposure,Daycare/Childcare,0.382,CW0049,31,Reporter states child appeared disheveled and hungry. Child reported parent unable to be reached.,Unsubstantiated
SCR000770,FAM00312,2024-10-19,Manhattan,7,Hispanic/Latino,Physical Abuse,Shelter Staff,0.305,CW0031,64,Shelter staff reports family in crisis. Caregiver appeared intoxicated.,Still Open
SCR000771,FAM00007,2023-02-08,Bronx,3,Black/African American,Neglect - Medical,Shelter Staff,0.332,CW0044,49,Anonymous caller reports child home alone. No food observed in home.,Substantiated
SCR000772,FAM00003,2023-03-24,Queens,5,Black/African American,Neglect - Inadequate Supervision,Anonymous,0.15,CW0059,57,Reporter states child appeared disheveled and hungry. Child reported parent unable to be reached.,Unfounded
SCR000773,FAM00623,2022-02-11,Brooklyn,8,White,Emotional Abuse,Hospital/Medical,0.444,CW0023,44,Shelter staff reports family in crisis. Caregiver appeared intoxicated.,Substantiated
SCR000774,FAM00363,2021-06-05,Brooklyn,7,White,Emotional Abuse,Anonymous,0.148,CW0068,45,Shelter staff reports family in crisis. Caregiver appeared intoxicated.,Unsubstantiated
SCR000775,FAM00508,2024-04-27,Manhattan,17,Hispanic/Latino,Physical Abuse,Hospital/Medical,0.454,CW0042,62,Medical staff observed bruising during checkup. Child disclosed hitting at home.,Substantiated
SCR000776,FAM00274,2024-11-15,Manhattan,1,Black/African American,Domestic Violence Exposure,Hospital/Medical,0.341,CW0042,76,Neighbor reports child unsupervised for extended periods. Child left alone overnight.,Substantiated
SCR000777,FAM00506,2024-07-08,Bronx,10,Hispanic/Latino,Neglect - Inadequate Supervision,Hospital/Medical,0.375,CW0013,41,Neighbor reports child unsupervised for extended periods. Child left alone overnight.,Unfounded
SCR000778,FAM00015,2022-05-13,Manhattan,5,Hispanic/Latino,Neglect - Educational,Anonymous,0.219,CW0001,68,Anonymous caller reports child home alone. No food observed in home.,Unfounded
SCR000779,FAM00192,2021-07-28,Bronx,5,Multiracial,Physical Abuse,School/Educational Staff,0.187,CW0076,68,Anonymous caller reports child home alone. No food observed in home.,Unsubstantiated
SCR000780,FAM00631,2024-11-28,Manhattan,11,Hispanic/Latino,Physical Abuse,School/Educational Staff,0.303,CW0053,72,Medical staff observed bruising during checkup. Child disclosed hitting at home.,Substantiated
SCR000781,FAM00485,2022-09-10,Queens,10,Black/African American,Neglect - Inadequate Food/Clothing/Shelter,Neighbor/Community,0.239,CW0040,49,Medical staff observed bruising during checkup. Child disclosed hitting at home.,Unsubstantiated
SCR000782,FAM00028,2024-11-02,Queens,17,Hispanic/Latino,Neglect - Inadequate Supervision,School/Educational Staff,0.305,CW0046,58,Reporter states child appeared disheveled and hungry. Child reported parent unable to be reached.,Unsubstantiated
SCR000783,FAM00039,2024-05-14,Brooklyn,1,Black/African American,Neglect - Inadequate Food/Clothing/Shelter,Shelter Staff,0.26,CW0022,72,Medical staff observed bruising during checkup. Child disclosed hitting at home.,Unsubstantiated
SCR000784,FAM00273,2021-09-05,Brooklyn,1,Unknown,Neglect - Inadequate Supervision,Shelter Staff,0.286,CW0052,78,Neighbor reports child unsupervised for extended periods. Child left alone overnight.,Unsubstantiated
SCR000785,FAM00231,2024-03-05,Bronx,11,Black/African American,Neglect - Inadequate Food/Clothing/Shelter,Shelter Staff,0.262,CW0028,32,Medical staff observed bruising during checkup. Child disclosed hitting at home.,Unsubstantiated
SCR000786,FAM00086,2021-03-26,Queens,8,Hispanic/Latino,Physical Abuse,Law Enforcement,0.382,CW0053,77,Medical staff observed bruising during checkup. Child disclosed hitting at home.,Unsubstantiated
SCR000787,FAM00474,2022-12-13,Bronx,3,Black/African American,Physical Abuse,School/Educational Staff,0.276,CW0063,34,Shelter staff reports family in crisis. Caregiver appeared intoxicated.,Unsubstantiated
SCR000788,FAM00126,2023-12-28,Brooklyn,0,Hispanic/Latino,Neglect - Inadequate Supervision,Shelter Staff,0.335,CW0017,31,Medical staff observed bruising during checkup. Child disclosed hitting at home.,Unfounded
SCR000789,FAM00537,2023-05-28,Bronx,1,Hispanic/Latino,Neglect - Inadequate Supervision,Hospital/Medical,0.491,CW0064,52,Anonymous caller reports child home alone. No food observed in home.,Substantiated
SCR000790,FAM00145,2024-09-16,Bronx,15,White,Neglect - Inadequate Supervision,Law Enforcement,0.373,CW0006,55,Reporter states child appeared disheveled and hungry. Child reported parent unable to be reached.,Unsubstantiated
SCR000791,FAM00525,2023-01-29,Manhattan,2,Black/African American,Neglect - Educational,School/Educational Staff,0.241,CW0014,55,Medical staff observed bruising during checkup. Child disclosed hitting at home.,Unsubstantiated
SCR000792,FAM00212,2021-05-22,Bronx,4,Black/African American,Emotional Abuse,Shelter Staff,0.254,CW0017,36,Anonymous caller reports child home alone. No food observed in home.,Unsubstantiated
SCR000793,FAM00025,2023-11-03,Manhattan,2,Black/African American,Neglect - Medical,School/Educational Staff,0.301,CW0038,39,Law enforcement responded to domestic incident. Child present in home.,Unfounded
SCR000794,FAM00580,2024-08-19,Brooklyn,4,Hispanic/Latino,Neglect - Inadequate Supervision,School/Educational Staff,0.335,CW0069,34,Law enforcement responded to domestic incident. Child present in home.,Still Open
SCR000795,FAM00394,2022-11-30,Bronx,0,Black/African American,Emotional Abuse,School/Educational Staff,0.26,CW0013,76,Shelter staff reports family in crisis. Caregiver appeared intoxicated.,Unsubstantiated
SCR000796,FAM00067,2021-01-26,Brooklyn,7,Hispanic/Latino,Neglect - Medical,School/Educational Staff,0.272,CW0053,41,Shelter staff reports family in crisis. Caregiver appeared intoxicated.,Substantiated
SCR000797,FAM00233,2023-05-11,Bronx,0,Asian,Sexual Abuse,Anonymous,0.166,CW0009,61,Law enforcement responded to domestic incident. Child present in home.,Still Open
SCR000798,FAM00109,2023-10-01,Bronx,12,Multiracial,Neglect - Educational,Hospital/Medical,0.467,CW0044,71,Anonymous caller reports child home alone. No food observed in home.,Still Open
SCR000799,FAM00146,2021-08-05,Manhattan,3,Hispanic/Latino,Domestic Violence Exposure,Family Member,0.189,CW0026,60,Shelter staff reports family in crisis. Caregiver appeared intoxicated.,Unsubstantiated
SCR000800,FAM00111,2023-06-07,Bronx,7,Hispanic/Latino,Neglect - Inadequate Supervision,Neighbor/Community,0.113,CW0077,51,Anonymous caller reports child home alone. No food observed in home.,Unsubstantiated
SCR000801,FAM00228,2023-01-12,Queens,14,Black/African American,Neglect - Inadequate Supervision,Shelter Staff,0.444,CW0019,46,Anonymous caller reports child home alone. No food observed in home.,Still Open
SCR000802,FAM00111,2024-07-25,Bronx,9,Hispanic/Latino,Neglect - Educational,School/Educational Staff,0.349,CW0048,49,Shelter staff reports family in crisis. Caregiver appeared intoxicated.,Unsubstantiated
SCR000803,FAM00470,2023-07-31,Bronx,7,White,Neglect - Inadequate Food/Clothing/Shelter,Hospital/Medical,0.407,CW0030,49,Neighbor reports child unsupervised for extended periods. Child left alone overnight.,Substantiated
SCR000804,FAM00034,2024-12-19,Manhattan,4,Black/African American,Neglect - Educational,Anonymous,0.183,CW0032,72,Anonymous caller reports child home alone. No food observed in home.,Unsubstantiated
SCR000805,FAM00623,2021-11-10,Brooklyn,4,Hispanic/Latino,Neglect - Inadequate Supervision,Hospital/Medical,0.414,CW0078,37,Neighbor reports child unsupervised for extended periods. Child left alone overnight.,Still Open
SCR000806,FAM00369,2023-06-11,Bronx,10,White,Neglect - Inadequate Supervision,School/Educational Staff,0.353,CW0079,76,Medical staff observed bruising during checkup. Child disclosed hitting at home.,Unsubstantiated
SCR000807,FAM00595,2021-12-27,Brooklyn,17,Asian,Emotional Abuse,Shelter Staff,0.288,CW0076,63,Law enforcement responded to domestic incident. Child present in home.,Unsubstantiated
SCR000808,FAM00554,2023-12-05,Bronx,10,Black/African American,Sexual Abuse,Anonymous,0.145,CW0075,78,Reporter states child appeared disheveled and hungry. Child reported parent unable to be reached.,Unsubstantiated
SCR000809,FAM00425,2024-08-25,Queens,8,Hispanic/Latino,Neglect - Inadequate Supervision,Anonymous,0.134,CW0069,52,Law enforcement responded to domestic incident. Child present in home.,Unsubstantiated
SCR000810,FAM00613,2022-07-08,Brooklyn,11,Black/African American,Sexual Abuse,School/Educational Staff,0.238,CW0011,67,Law enforcement responded to domestic incident. Child present in home.,Still Open
SCR000811,FAM00518,2024-06-15,Queens,6,Black/African American,Sexual Abuse,Law Enforcement,0.477,CW0026,57,Anonymous caller reports child home alone. No food observed in home.,Substantiated
SCR000812,FAM00282,2024-01-08,Queens,0,Multiracial,Emotional Abuse,School/Educational Staff,0.263,CW0026,42,Neighbor reports child unsupervised for extended periods. Child left alone overnight.,Substantiated
SCR000813,FAM00320,2023-09-18,Brooklyn,8,White,Neglect - Educational,School/Educational Staff,0.242,CW0017,58,Neighbor reports child unsupervised for extended periods. Child left alone overnight.,Unsubstantiated
SCR000814,FAM00443,2023-08-11,Queens,16,White,Physical Abuse,Family Member,0.209,CW0044,37,Shelter staff reports family in crisis. Caregiver appeared intoxicated.,Unfounded
SCR000815,FAM00315,2023-06-12,Brooklyn,2,Black/African American,Neglect - Medical,School/Educational Staff,0.262,CW0023,40,Reporter states child appeared disheveled and hungry. Child reported parent unable to be reached.,Unsubstantiated
SCR000816,FAM00377,2024-04-28,Staten Island,10,White,Physical Abuse,School/Educational Staff,0.307,CW0025,76,Neighbor reports child unsupervised for extended periods. Child left alone overnight.,Unfounded
SCR000817,FAM00289,2022-07-04,Bronx,2,Hispanic/Latino,Neglect - Inadequate Supervision,School/Educational Staff,0.344,CW0037,74,Shelter staff reports family in crisis. Caregiver appeared intoxicated.,Substantiated
SCR000818,FAM00437,2022-10-23,Manhattan,7,Black/African American,Neglect - Inadequate Food/Clothing/Shelter,Family Member,0.27,CW0076,47,Reporter states child appeared disheveled and hungry. Child reported parent unable to be reached.,Unsubstantiated
SCR000819,FAM00277,2022-05-18,Brooklyn,1,Hispanic/Latino,Physical Abuse,Anonymous,0.181,CW0065,79,Neighbor reports child unsupervised for extended periods. Child left alone overnight.,Unsubstantiated
SCR000820,FAM00582,2021-06-27,Brooklyn,6,Black/African American,Neglect - Inadequate Food/Clothing/Shelter,Law Enforcement,0.365,CW0002,54,Law enforcement responded to domestic incident. Child present in home.,Substantiated
SCR000821,FAM00503,2022-07-26,Manhattan,11,White,Neglect - Educational,Daycare/Childcare,0.352,CW0074,78,Law enforcement responded to domestic incident. Child present in home.,Unfounded
SCR000822,FAM00624,2023-07-13,Manhattan,4,Hispanic/Latino,Neglect - Inadequate Supervision,School/Educational Staff,0.33,CW0032,51,Reporter states child appeared disheveled and hungry. Child reported parent unable to be reached.,Still Open
SCR000823,FAM00516,2022-05-15,Bronx,10,Black/African American,Emotional Abuse,Hospital/Medical,0.332,CW0074,74,Reporter states child appeared disheveled and hungry. Child reported parent unable to be reached.,Unsubstantiated
SCR000824,FAM00350,2023-08-10,Bronx,12,Black/African American,Sexual Abuse,Hospital/Medical,0.449,CW0055,64,Neighbor reports child unsupervised for extended periods. Child left alone overnight.,Unfounded
SCR000825,FAM00446,2024-03-13,Manhattan,15,Black/African American,Neglect - Educational,School/Educational Staff,0.237,CW0050,58,Neighbor reports child unsupervised for extended periods. Child left alone overnight.,Unsubstantiated
SCR000826,FAM00350,2024-06-03,Manhattan,3,Black/African American,Domestic Violence Exposure,Shelter Staff,0.382,CW0065,50,Reporter states child appeared disheveled and hungry. Child reported parent unable to be reached.,Substantiated
SCR000827,FAM00607,2024-09-30,Staten Island,5,Hispanic/Latino,Neglect - Inadequate Supervision,Family Member,0.2,CW0032,36,Anonymous caller reports child home alone. No food observed in home.,Still Open
SCR000828,FAM00137,2023-02-16,Queens,1,White,Physical Abuse,School/Educational Staff,0.301,CW0037,41,Reporter states child appeared disheveled and hungry. Child reported parent unable to be reached.,Unsubstantiated
SCR000829,FAM00243,2022-11-20,Staten Island,17,Black/African American,Emotional Abuse,Hospital/Medical,0.382,CW0076,65,Shelter staff reports family in crisis. Caregiver appeared intoxicated.,Unfounded
SCR000830,FAM00543,2021-02-28,Manhattan,15,Black/African American,Emotional Abuse,School/Educational Staff,0.279,CW0013,53,Shelter staff reports family in crisis. Caregiver appeared intoxicated.,Unsubstantiated
SCR000831,FAM00040,2023-10-10,Bronx,7,Hispanic/Latino,Neglect - Medical,School/Educational Staff,0.424,CW0054,61,Shelter staff reports family in crisis. Caregiver appeared intoxicated.,Substantiated
SCR000832,FAM00229,2022-10-28,Bronx,13,White,Neglect - Inadequate Supervision,Family Member,0.267,CW0003,56,Law enforcement responded to domestic incident. Child present in home.,Unsubstantiated
SCR000833,FAM00548,2022-01-08,Queens,7,Black/African American,Sexual Abuse,Shelter Staff,0.203,CW0042,61,Law enforcement responded to domestic incident. Child present in home.,Unsubstantiated
SCR000834,FAM00223,2023-09-26,Manhattan,9,Black/African American,Neglect - Educational,Shelter Staff,0.355,CW0078,61,Shelter staff reports family in crisis. Caregiver appeared intoxicated.,Unsubstantiated
SCR000835,FAM00006,2022-03-11,Bronx,1,Hispanic/Latino,Physical Abuse,Anonymous,0.2,CW0040,61,Shelter staff reports family in crisis. Caregiver appeared intoxicated.,Still Open
SCR000836,FAM00322,2022-12-28,Brooklyn,11,Black/African American,Physical Abuse,School/Educational Staff,0.296,CW0074,55,Anonymous caller reports child home alone. No food observed in home.,Unsubstantiated
SCR000837,FAM00468,2022-06-14,Staten Island,1,Black/African American,Physical Abuse,Shelter Staff,0.295,CW0066,40,Reporter states child appeared disheveled and hungry. Child reported parent unable to be reached.,Still Open
SCR000838,FAM00075,2022-11-29,Brooklyn,13,White,Neglect - Inadequate Supervision,Hospital/Medical,0.419,CW0060,75,Law enforcement responded to domestic incident. Child present in home.,Substantiated
SCR000839,FAM00004,2022-07-27,Brooklyn,12,Hispanic/Latino,Sexual Abuse,Law Enforcement,0.479,CW0011,47,Shelter staff reports family in crisis. Caregiver appeared intoxicated.,Unsubstantiated
SCR000840,FAM00646,2024-05-05,Brooklyn,10,Hispanic/Latino,Neglect - Educational,Social Service Provider,0.29,CW0001,68,Anonymous caller reports child home alone. No food observed in home.,Unsubstantiated
SCR000841,FAM00118,2024-12-07,Bronx,0,White,Neglect - Educational,Anonymous,0.147,CW0026,34,Medical staff observed bruising during checkup. Child disclosed hitting at home.,Unfounded
SCR000842,FAM00606,2022-07-20,Brooklyn,4,Hispanic/Latino,Physical Abuse,Hospital/Medical,0.399,CW0042,45,Neighbor reports child unsupervised for extended periods. Child left alone overnight.,Unsubstantiated
SCR000843,FAM00504,2024-02-13,Brooklyn,3,Black/African American,Neglect - Inadequate Food/Clothing/Shelter,Anonymous,0.068,CW0062,40,Shelter staff reports family in crisis. Caregiver appeared intoxicated.,Substantiated
SCR000844,FAM00574,2021-01-21,Bronx,4,Black/African American,Sexual Abuse,School/Educational Staff,0.42,CW0061,64,Law enforcement responded to domestic incident. Child present in home.,Unfounded
SCR000845,FAM00441,2023-11-25,Queens,1,Black/African American,Neglect - Inadequate Supervision,School/Educational Staff,0.251,CW0077,77,Shelter staff reports family in crisis. Caregiver appeared intoxicated.,Unfounded
SCR000846,FAM00194,2022-01-27,Brooklyn,16,Black/African American,Neglect - Educational,School/Educational Staff,0.321,CW0062,40,Medical staff observed bruising during checkup. Child disclosed hitting at home.,Unsubstantiated
SCR000847,FAM00392,2021-06-25,Queens,8,Hispanic/Latino,Sexual Abuse,Hospital/Medical,0.333,CW0074,71,Reporter states child appeared disheveled and hungry. Child reported parent unable to be reached.,Substantiated
SCR000848,FAM00026,2022-05-10,Queens,4,Asian,Neglect - Inadequate Food/Clothing/Shelter,Shelter Staff,0.26,CW0012,52,Law enforcement responded to domestic incident. Child present in home.,Still Open
SCR000849,FAM00435,2023-04-13,Bronx,5,Unknown,Neglect - Educational,Law Enforcement,0.401,CW0027,63,Reporter states child appeared disheveled and hungry. Child reported parent unable to be reached.,Unfounded
SCR000850,FAM00173,2023-09-28,Manhattan,6,Hispanic/Latino,Physical Abuse,Family Member,0.179,CW0067,77,Neighbor reports child unsupervised for extended periods. Child left alone overnight.,Substantiated
SCR000851,FAM00300,2024-02-12,Brooklyn,8,Black/African American,Neglect - Inadequate Food/Clothing/Shelter,Shelter Staff,0.309,CW0028,46,Anonymous caller reports child home alone. No food observed in home.,Unfounded
SCR000852,FAM00645,2022-05-08,Queens,7,Black/African American,Physical Abuse,Shelter Staff,0.267,CW0066,39,Reporter states child appeared disheveled and hungry. Child reported parent unable to be reached.,Unsubstantiated
SCR000853,FAM00326,2024-11-15,Bronx,15,White,Neglect - Inadequate Food/Clothing/Shelter,School/Educational Staff,0.368,CW0028,47,Shelter staff reports family in crisis. Caregiver appeared intoxicated.,Unsubstantiated
SCR000854,FAM00410,2023-09-03,Manhattan,7,Hispanic/Latino,Emotional Abuse,School/Educational Staff,0.378,CW0021,73,Anonymous caller reports child home alone. No food observed in home.,Unsubstantiated
SCR000855,FAM00118,2024-08-15,Manhattan,17,Hispanic/Latino,Emotional Abuse,Shelter Staff,0.251,CW0007,37,Medical staff observed bruising during checkup. Child disclosed hitting at home.,Substantiated
SCR000856,FAM00225,2024-12-28,Bronx,14,White,Physical Abuse,Hospital/Medical,0.424,CW0014,55,Reporter states child appeared disheveled and hungry. Child reported parent unable to be reached.,Substantiated
SCR000857,FAM00532,2023-10-03,Bronx,2,White,Neglect - Educational,Anonymous,0.149,CW0039,32,Medical staff observed bruising during checkup. Child disclosed hitting at home.,Substantiated
SCR000858,FAM00113,2023-07-07,Manhattan,16,White,Sexual Abuse,School/Educational Staff,0.341,CW0073,53,Anonymous caller reports child home alone. No food observed in home.,Unfounded
SCR000859,FAM00140,2021-02-05,Manhattan,1,Black/African American,Physical Abuse,School/Educational Staff,0.311,CW0062,32,Law enforcement responded to domestic incident. Child present in home.,Unsubstantiated
SCR000860,FAM00559,2021-07-10,Brooklyn,13,White,Physical Abuse,Hospital/Medical,0.43,CW0012,67,Law enforcement responded to domestic incident. Child present in home.,Unfounded
SCR000861,FAM00001,2022-08-26,Manhattan,5,Asian,Neglect - Inadequate Supervision,School/Educational Staff,0.298,CW0038,31,Shelter staff reports family in crisis. Caregiver appeared intoxicated.,Substantiated
SCR000862,FAM00090,2022-03-30,Brooklyn,14,Black/African American,Sexual Abuse,School/Educational Staff,0.316,CW0058,64,Shelter staff reports family in crisis. Caregiver appeared intoxicated.,Unsubstantiated
SCR000863,FAM00320,2023-04-09,Manhattan,14,Hispanic/Latino,Physical Abuse,Daycare/Childcare,0.415,CW0056,46,Shelter staff reports family in crisis. Caregiver appeared intoxicated.,Still Open
SCR000864,FAM00550,2024-11-17,Bronx,12,Black/African American,Neglect - Educational,School/Educational Staff,0.342,CW0039,38,Medical staff observed bruising during checkup. Child disclosed hitting at home.,Unsubstantiated
SCR000865,FAM00139,2022-05-14,Queens,12,Unknown,Neglect - Inadequate Supervision,Law Enforcement,0.415,CW0004,65,Neighbor reports child unsupervised for extended periods. Child left alone overnight.,Unsubstantiated
SCR000866,FAM00511,2022-09-20,Bronx,4,Black/African American,Neglect - Medical,Hospital/Medical,0.456,CW0048,51,Neighbor reports child unsupervised for extended periods. Child left alone overnight.,Unsubstantiated
SCR000867,FAM00259,2024-09-21,Brooklyn,1,Hispanic/Latino,Neglect - Educational,School/Educational Staff,0.302,CW0007,60,Neighbor reports child unsupervised for extended periods. Child left alone overnight.,Unsubstantiated
SCR000868,FAM00010,2024-04-06,Bronx,5,Black/African American,Domestic Violence Exposure,Hospital/Medical,0.436,CW0060,63,Law enforcement responded to domestic incident. Child present in home.,Unfounded
SCR000869,FAM00261,2023-01-26,Bronx,2,White,Physical Abuse,Anonymous,0.086,CW0040,53,Law enforcement responded to domestic incident. Child present in home.,Substantiated
SCR000870,FAM00650,2023-08-28,Brooklyn,10,Black/African American,Physical Abuse,Hospital/Medical,0.483,CW0008,38,Neighbor reports child unsupervised for extended periods. Child left alone overnight.,Substantiated
SCR000871,FAM00172,2024-02-08,Bronx,4,Black/African American,Neglect - Inadequate Supervision,Daycare/Childcare,0.211,CW0058,75,Anonymous caller reports child home alone. No food observed in home.,Still Open
SCR000872,FAM00013,2023-12-24,Queens,17,Hispanic/Latino,Neglect - Inadequate Supervision,School/Educational Staff,0.306,CW0057,72,Shelter staff reports family in crisis. Caregiver appeared intoxicated.,Unsubstantiated
SCR000873,FAM00168,2022-12-06,Bronx,9,Multiracial,Neglect - Medical,Anonymous,0.197,CW0035,31,Reporter states child appeared disheveled and hungry. Child reported parent unable to be reached.,Substantiated
SCR000874,FAM00642,2023-05-22,Brooklyn,13,Black/African American,Neglect - Inadequate Supervision,School/Educational Staff,0.242,CW0073,50,Anonymous caller reports child home alone. No food observed in home.,Unfounded
SCR000875,FAM00596,2024-02-02,Brooklyn,1,Black/African American,Emotional Abuse,Law Enforcement,0.4,CW0013,63,Anonymous caller reports child home alone. No food observed in home.,Unsubstantiated
SCR000876,FAM00321,2022-11-09,Bronx,14,White,Neglect - Inadequate Supervision,Shelter Staff,0.246,CW0039,56,Neighbor reports child unsupervised for extended periods. Child left alone overnight.,Unsubstantiated
SCR000877,FAM00319,2022-12-22,Bronx,15,Hispanic/Latino,Neglect - Educational,Family Member,0.202,CW0021,66,Reporter states child appeared disheveled and hungry. Child reported parent unable to be reached.,Unfounded
SCR000878,FAM00613,2024-12-10,Brooklyn,6,Multiracial,Neglect - Educational,Hospital/Medical,0.467,CW0047,36,Neighbor reports child unsupervised for extended periods. Child left alone overnight.,Unsubstantiated
SCR000879,FAM00329,2023-07-19,Brooklyn,8,Black/African American,Neglect - Inadequate Food/Clothing/Shelter,School/Educational Staff,0.32,CW0002,51,Reporter states child appeared disheveled and hungry. Child reported parent unable to be reached.,Unfounded
SCR000880,FAM00550,2022-07-09,Brooklyn,12,Hispanic/Latino,Domestic Violence Exposure,School/Educational Staff,0.208,CW0044,33,Shelter staff reports family in crisis. Caregiver appeared intoxicated.,Unsubstantiated
SCR000881,FAM00419,2022-09-20,Brooklyn,2,Black/African American,Neglect - Inadequate Supervision,Anonymous,0.091,CW0030,43,Anonymous caller reports child home alone. No food observed in home.,Unsubstantiated
SCR000882,FAM00606,2022-05-30,Manhattan,7,Black/African American,Neglect - Inadequate Supervision,Shelter Staff,0.329,CW0055,63,Law enforcement responded to domestic incident. Child present in home.,Unfounded
SCR000883,FAM00095,2022-04-18,Bronx,5,Hispanic/Latino,Neglect - Inadequate Supervision,Anonymous,0.162,CW0040,52,Neighbor reports child unsupervised for extended periods. Child left alone overnight.,Unfounded
SCR000884,FAM00581,2021-09-05,Brooklyn,1,Hispanic/Latino,Neglect - Inadequate Food/Clothing/Shelter,School/Educational Staff,0.397,CW0077,73,Neighbor reports child unsupervised for extended periods. Child left alone overnight.,Unsubstantiated
SCR000885,FAM00318,2022-01-30,Staten Island,4,White,Neglect - Inadequate Food/Clothing/Shelter,Hospital/Medical,0.504,CW0024,71,Anonymous caller reports child home alone. No food observed in home.,Substantiated
SCR000886,FAM00236,2022-10-09,Brooklyn,0,Black/African American,Sexual Abuse,School/Educational Staff,0.293,CW0042,54,Anonymous caller reports child home alone. No food observed in home.,Unfounded
SCR000887,FAM00334,2021-09-02,Manhattan,0,Hispanic/Latino,Neglect - Inadequate Food/Clothing/Shelter,Neighbor/Community,0.305,CW0028,30,Shelter staff reports family in crisis. Caregiver appeared intoxicated.,Unsubstantiated
SCR000888,FAM00376,2024-01-03,Brooklyn,1,Hispanic/Latino,Neglect - Inadequate Food/Clothing/Shelter,Law Enforcement,0.381,CW0051,77,Medical staff observed bruising during checkup. Child disclosed hitting at home.,Unsubstantiated
SCR000889,FAM00459,2024-11-14,Queens,16,Unknown,Neglect - Educational,Neighbor/Community,0.132,CW0022,44,Neighbor reports child unsupervised for extended periods. Child left alone overnight.,Unsubstantiated
SCR000890,FAM00137,2022-01-15,Queens,7,Black/African American,Domestic Violence Exposure,School/Educational Staff,0.278,CW0078,61,Reporter states child appeared disheveled and hungry. Child reported parent unable to be reached.,Substantiated
SCR000891,FAM00588,2022-01-28,Brooklyn,16,Black/African American,Neglect - Inadequate Supervision,Law Enforcement,0.267,CW0074,43,Shelter staff reports family in crisis. Caregiver appeared intoxicated.,Unsubstantiated
SCR000892,FAM00547,2022-03-20,Staten Island,6,Black/African American,Neglect - Educational,Law Enforcement,0.46,CW0074,70,Anonymous caller reports child home alone. No food observed in home.,Unsubstantiated
SCR000893,FAM00513,2023-09-19,Bronx,4,Hispanic/Latino,Physical Abuse,Hospital/Medical,0.5,CW0008,50,Medical staff observed bruising during checkup. Child disclosed hitting at home.,Substantiated
SCR000894,FAM00296,2022-07-21,Bronx,7,Black/African American,Neglect - Inadequate Food/Clothing/Shelter,Anonymous,0.089,CW0014,76,Neighbor reports child unsupervised for extended periods. Child left alone overnight.,Unfounded
SCR000895,FAM00320,2024-04-22,Queens,6,Multiracial,Neglect - Inadequate Supervision,Neighbor/Community,0.169,CW0045,36,Neighbor reports child unsupervised for extended periods. Child left alone overnight.,Unfounded
SCR000896,FAM00572,2023-12-11,Queens,1,Black/African American,Neglect - Inadequate Food/Clothing/Shelter,Family Member,0.225,CW0038,65,Anonymous caller reports child home alone. No food observed in home.,Unsubstantiated
